[INFO] - 2021-07-22 08:09:06,377 - 30 tickers got from the DB
[INFO] - 2021-07-22 08:09:15,349 - 30 tickers got from the DB
[INFO] - 2021-07-22 08:09:15,349 - 30 tickers got from the DB
[INFO] - 2021-07-22 08:09:16,315 - The database is cleaned
[INFO] - 2021-07-22 08:09:16,315 - The database is cleaned
[INFO] - 2021-07-22 08:09:16,425 - 0 tickers got from the DB
[INFO] - 2021-07-22 08:09:16,425 - 0 tickers got from the DB
[INFO] - 2021-07-22 08:09:16,425 - All tickers are deleted from the DB
[INFO] - 2021-07-22 08:09:16,425 - All tickers are deleted from the DB
[INFO] - 2021-07-22 08:09:16,545 - 30 tickers inserted in DB
[INFO] - 2021-07-22 08:09:16,545 - 30 tickers inserted in DB
[INFO] - 2021-07-22 08:09:16,546 - 30 tickers got from the DB
[INFO] - 2021-07-22 08:09:16,546 - 30 tickers got from the DB
[INFO] - 2021-07-22 08:09:16,546 - Reading data from Yahoo Finance
[INFO] - 2021-07-22 08:09:16,546 - Reading data from Yahoo Finance
[INFO] - 2021-07-22 08:09:22,856 - YFinance data load call. Start date: 2016-08-17. Finish date: 2021-07-22
[INFO] - 2021-07-22 08:09:22,856 - YFinance data load call. Start date: 2016-08-17. Finish date: 2021-07-22
[INFO] - 2021-07-22 08:09:22,859 - Inserting data into the DB
[INFO] - 2021-07-22 08:09:22,859 - Inserting data into the DB
