[INFO] - 2021-07-21 12:51:20,469 - 17 tickers got from the DB
[INFO] - 2021-07-21 12:51:23,440 - The database is cleaned
[INFO] - 2021-07-21 12:51:23,499 - 0 tickers got from the DB
[INFO] - 2021-07-21 12:51:23,499 - All tickers are deleted from the DB
[INFO] - 2021-07-21 12:51:23,550 - 18 tickers inserted in DB
[INFO] - 2021-07-21 12:51:23,550 - 17 tickers got from the DB
[INFO] - 2021-07-21 12:51:23,550 - Reading data from Yahoo Finance
[INFO] - 2021-07-21 12:51:28,203 - 17 tickers got from the DB
[INFO] - 2021-07-21 12:51:28,407 - 0 tickers got from the DB
[INFO] - 2021-07-21 12:51:28,407 - All tickers are deleted from the DB
[INFO] - 2021-07-21 12:51:28,458 - 18 tickers inserted in DB
[INFO] - 2021-07-21 12:51:28,459 - 17 tickers got from the DB
[INFO] - 2021-07-21 12:51:28,459 - Reading data from Yahoo Finance
[INFO] - 2021-07-21 12:51:33,394 - 17 tickers got from the DB
[INFO] - 2021-07-21 12:51:33,617 - The database is cleaned
[INFO] - 2021-07-21 12:51:33,692 - 0 tickers got from the DB
[INFO] - 2021-07-21 12:51:33,692 - All tickers are deleted from the DB
[INFO] - 2021-07-21 12:51:33,745 - 18 tickers inserted in DB
[INFO] - 2021-07-21 12:51:33,745 - 17 tickers got from the DB
[INFO] - 2021-07-21 12:51:33,745 - Reading data from Yahoo Finance
[INFO] - 2021-07-21 12:51:38,126 - YFinance data load call. Start date: 2019-08-01. Finish date: 2021-07-21
[INFO] - 2021-07-21 12:51:38,128 - Inserting data into the DB
