[INFO] - 2021-08-02 18:10:25,591 - 26 tickers got from the DB
[INFO] - 2021-08-02 18:10:31,433 - 26 tickers got from the DB
[INFO] - 2021-08-02 18:10:31,433 - 26 tickers got from the DB
[INFO] - 2021-08-02 18:10:31,994 - The database is cleaned
[INFO] - 2021-08-02 18:10:31,994 - The database is cleaned
[INFO] - 2021-08-02 18:10:32,055 - 0 tickers got from the DB
[INFO] - 2021-08-02 18:10:32,055 - 0 tickers got from the DB
[INFO] - 2021-08-02 18:10:32,055 - All tickers are deleted from the DB
[INFO] - 2021-08-02 18:10:32,055 - All tickers are deleted from the DB
[INFO] - 2021-08-02 18:10:32,105 - 32 tickers inserted in DB
[INFO] - 2021-08-02 18:10:32,105 - 32 tickers inserted in DB
[INFO] - 2021-08-02 18:10:32,105 - 32 tickers got from the DB
[INFO] - 2021-08-02 18:10:32,105 - 32 tickers got from the DB
[INFO] - 2021-08-02 18:10:32,105 - Reading data from Yahoo Finance
[INFO] - 2021-08-02 18:10:32,105 - Reading data from Yahoo Finance
[INFO] - 2021-08-02 18:10:38,732 - YFinance data load call. Start date: 2016-08-28. Finish date: 2021-08-02
[INFO] - 2021-08-02 18:10:38,732 - YFinance data load call. Start date: 2016-08-28. Finish date: 2021-08-02
[INFO] - 2021-08-02 18:10:38,735 - Inserting data into the DB
[INFO] - 2021-08-02 18:10:38,735 - Inserting data into the DB
