[INFO] - 2021-07-31 10:32:53,918 - 510 tickers got from the DB
[INFO] - 2021-07-31 10:32:54,539 - The database is cleaned
[INFO] - 2021-07-31 10:32:54,703 - 0 tickers got from the DB
[INFO] - 2021-07-31 10:32:54,703 - All tickers are deleted from the DB
[INFO] - 2021-07-31 10:32:54,769 - 509 tickers inserted in DB
[INFO] - 2021-07-31 10:32:54,770 - 508 tickers got from the DB
[INFO] - 2021-07-31 10:32:54,770 - Reading data from Yahoo Finance
[INFO] - 2021-07-31 10:32:57,965 - 508 tickers got from the DB
[INFO] - 2021-07-31 10:32:57,965 - 508 tickers got from the DB
[INFO] - 2021-07-31 10:32:58,039 - The database is cleaned
[INFO] - 2021-07-31 10:32:58,039 - The database is cleaned
[INFO] - 2021-07-31 10:32:58,097 - 0 tickers got from the DB
[INFO] - 2021-07-31 10:32:58,097 - 0 tickers got from the DB
[INFO] - 2021-07-31 10:32:58,097 - All tickers are deleted from the DB
[INFO] - 2021-07-31 10:32:58,097 - All tickers are deleted from the DB
[INFO] - 2021-07-31 10:32:58,188 - 509 tickers inserted in DB
[INFO] - 2021-07-31 10:32:58,188 - 509 tickers inserted in DB
[INFO] - 2021-07-31 10:32:58,189 - 508 tickers got from the DB
[INFO] - 2021-07-31 10:32:58,189 - 508 tickers got from the DB
[INFO] - 2021-07-31 10:32:58,189 - Reading data from Yahoo Finance
[INFO] - 2021-07-31 10:32:58,189 - Reading data from Yahoo Finance
[INFO] - 2021-07-31 10:36:54,080 - YFinance data load call. Start date: 2021-07-27. Finish date: 2021-07-31
[INFO] - 2021-07-31 10:36:54,080 - YFinance data load call. Start date: 2021-07-27. Finish date: 2021-07-31
[INFO] - 2021-07-31 10:36:54,149 - YFinance data load call. Start date: 2021-07-27. Finish date: 2021-07-31
[INFO] - 2021-07-31 10:36:54,149 - YFinance data load call. Start date: 2021-07-27. Finish date: 2021-07-31
[INFO] - 2021-07-31 10:36:54,177 - Inserting data into the DB
[INFO] - 2021-07-31 10:36:54,177 - Inserting data into the DB
[INFO] - 2021-07-31 10:36:54,261 - Inserting data into the DB
[INFO] - 2021-07-31 10:36:54,261 - Inserting data into the DB
