[INFO] - 2021-08-02 05:57:14,992 - 508 tickers got from the DB
[INFO] - 2021-08-02 05:57:15,326 - The database is cleaned
[INFO] - 2021-08-02 05:57:15,392 - 0 tickers got from the DB
[INFO] - 2021-08-02 05:57:15,393 - All tickers are deleted from the DB
[INFO] - 2021-08-02 05:57:15,466 - 20 tickers inserted in DB
[INFO] - 2021-08-02 05:57:15,466 - 20 tickers got from the DB
[INFO] - 2021-08-02 05:57:15,466 - Reading data from Yahoo Finance
[INFO] - 2021-08-02 05:57:24,624 - YFinance data load call. Start date: 2016-08-28. Finish date: 2021-08-02
[INFO] - 2021-08-02 05:57:24,629 - Inserting data into the DB
[INFO] - 2021-08-02 05:57:56,097 - 20 tickers got from the DB
[INFO] - 2021-08-02 05:57:56,502 - The database is cleaned
[INFO] - 2021-08-02 05:57:56,605 - 0 tickers got from the DB
[INFO] - 2021-08-02 05:57:56,605 - All tickers are deleted from the DB
[INFO] - 2021-08-02 05:57:56,663 - 30 tickers inserted in DB
[INFO] - 2021-08-02 05:57:56,663 - 30 tickers got from the DB
[INFO] - 2021-08-02 05:57:56,664 - Reading data from Yahoo Finance
[INFO] - 2021-08-02 05:58:03,227 - YFinance data load call. Start date: 2016-08-28. Finish date: 2021-08-02
[INFO] - 2021-08-02 05:58:03,231 - Inserting data into the DB
