[INFO] - 2021-07-22 07:22:40,988 - 12 tickers got from the DB
[INFO] - 2021-07-22 07:22:43,449 - 12 tickers got from the DB
[INFO] - 2021-07-22 07:22:43,449 - 12 tickers got from the DB
[INFO] - 2021-07-22 07:22:43,922 - The database is cleaned
[INFO] - 2021-07-22 07:22:43,922 - The database is cleaned
[INFO] - 2021-07-22 07:22:43,978 - 0 tickers got from the DB
[INFO] - 2021-07-22 07:22:43,978 - 0 tickers got from the DB
[INFO] - 2021-07-22 07:22:43,978 - All tickers are deleted from the DB
[INFO] - 2021-07-22 07:22:43,978 - All tickers are deleted from the DB
[INFO] - 2021-07-22 07:22:44,028 - 12 tickers inserted in DB
[INFO] - 2021-07-22 07:22:44,028 - 12 tickers inserted in DB
[INFO] - 2021-07-22 07:22:44,028 - 12 tickers got from the DB
[INFO] - 2021-07-22 07:22:44,028 - 12 tickers got from the DB
[INFO] - 2021-07-22 07:22:44,028 - Reading data from Yahoo Finance
[INFO] - 2021-07-22 07:22:44,028 - Reading data from Yahoo Finance
[INFO] - 2021-07-22 07:22:46,803 - YFinance data load call. Start date: 2016-08-17. Finish date: 2021-07-22
[INFO] - 2021-07-22 07:22:46,803 - YFinance data load call. Start date: 2016-08-17. Finish date: 2021-07-22
[INFO] - 2021-07-22 07:22:46,806 - Inserting data into the DB
[INFO] - 2021-07-22 07:22:46,806 - Inserting data into the DB
