[INFO] - 2021-08-05 12:34:44,911 - 10 tickers got from the DB
[INFO] - 2021-08-05 12:34:45,010 - 10 tickers got from the DB
[INFO] - 2021-08-05 12:34:45,010 - 10 tickers got from the DB
[INFO] - 2021-08-05 12:34:45,228 - The database is cleaned
[INFO] - 2021-08-05 12:34:45,228 - The database is cleaned
[INFO] - 2021-08-05 12:34:45,309 - 0 tickers got from the DB
[INFO] - 2021-08-05 12:34:45,309 - 0 tickers got from the DB
[INFO] - 2021-08-05 12:34:45,309 - All tickers are deleted from the DB
[INFO] - 2021-08-05 12:34:45,309 - All tickers are deleted from the DB
[INFO] - 2021-08-05 12:34:45,367 - 1 tickers inserted in DB
[INFO] - 2021-08-05 12:34:45,367 - 1 tickers inserted in DB
[INFO] - 2021-08-05 12:34:45,368 - 1 tickers got from the DB
[INFO] - 2021-08-05 12:34:45,368 - 1 tickers got from the DB
[INFO] - 2021-08-05 12:34:45,368 - Reading data from Yahoo Finance
[INFO] - 2021-08-05 12:34:45,368 - Reading data from Yahoo Finance
[INFO] - 2021-08-05 12:34:46,255 - YFinance data load call. Start date: 2016-08-31. Finish date: 2021-08-05
[INFO] - 2021-08-05 12:34:46,255 - YFinance data load call. Start date: 2016-08-31. Finish date: 2021-08-05
[INFO] - 2021-08-05 12:34:46,257 - Inserting data into the DB
[INFO] - 2021-08-05 12:34:46,257 - Inserting data into the DB
[INFO] - 2021-08-05 12:34:46,626 - The database is cleaned
[INFO] - 2021-08-05 12:34:46,626 - The database is cleaned
[INFO] - 2021-08-05 12:34:46,683 - 0 tickers got from the DB
[INFO] - 2021-08-05 12:34:46,683 - 0 tickers got from the DB
[INFO] - 2021-08-05 12:34:46,683 - All tickers are deleted from the DB
[INFO] - 2021-08-05 12:34:46,683 - All tickers are deleted from the DB
[INFO] - 2021-08-05 12:34:46,732 - 12 tickers inserted in DB
[INFO] - 2021-08-05 12:34:46,732 - 12 tickers inserted in DB
[INFO] - 2021-08-05 12:34:46,732 - 12 tickers got from the DB
[INFO] - 2021-08-05 12:34:46,732 - 12 tickers got from the DB
[INFO] - 2021-08-05 12:34:46,732 - Reading data from Yahoo Finance
[INFO] - 2021-08-05 12:34:46,732 - Reading data from Yahoo Finance
[INFO] - 2021-08-05 12:34:49,346 - YFinance data load call. Start date: 2016-08-31. Finish date: 2021-08-05
[INFO] - 2021-08-05 12:34:49,346 - YFinance data load call. Start date: 2016-08-31. Finish date: 2021-08-05
[INFO] - 2021-08-05 12:34:49,348 - Inserting data into the DB
[INFO] - 2021-08-05 12:34:49,348 - Inserting data into the DB
[INFO] - 2021-08-05 12:35:34,967 - 12 tickers got from the DB
[INFO] - 2021-08-05 12:35:34,967 - 12 tickers got from the DB
