[INFO] - 2021-08-03 14:25:10,577 - 10 tickers got from the DB
[INFO] - 2021-08-03 14:25:26,368 - 10 tickers got from the DB
[INFO] - 2021-08-03 14:25:26,368 - 10 tickers got from the DB
[INFO] - 2021-08-03 14:25:49,662 - 10 tickers got from the DB
[INFO] - 2021-08-03 14:25:49,662 - 10 tickers got from the DB
[INFO] - 2021-08-03 14:25:49,662 - 10 tickers got from the DB
[INFO] - 2021-08-03 14:25:50,979 - 10 tickers got from the DB
[INFO] - 2021-08-03 14:25:50,979 - 10 tickers got from the DB
[INFO] - 2021-08-03 14:25:50,979 - 10 tickers got from the DB
[INFO] - 2021-08-03 14:25:50,979 - 10 tickers got from the DB
[INFO] - 2021-08-03 14:25:54,621 - 10 tickers got from the DB
[INFO] - 2021-08-03 14:25:54,621 - 10 tickers got from the DB
[INFO] - 2021-08-03 14:25:54,621 - 10 tickers got from the DB
[INFO] - 2021-08-03 14:25:54,621 - 10 tickers got from the DB
[INFO] - 2021-08-03 14:25:54,621 - 10 tickers got from the DB
