[INFO] - 2021-08-01 16:50:05,188 - 508 tickers got from the DB
[INFO] - 2021-08-01 16:50:53,032 - 508 tickers got from the DB
[INFO] - 2021-08-01 16:50:53,032 - 508 tickers got from the DB
[INFO] - 2021-08-01 16:50:55,182 - The database is cleaned
[INFO] - 2021-08-01 16:50:55,182 - The database is cleaned
[INFO] - 2021-08-01 16:50:55,252 - 0 tickers got from the DB
[INFO] - 2021-08-01 16:50:55,252 - 0 tickers got from the DB
[INFO] - 2021-08-01 16:50:55,252 - All tickers are deleted from the DB
[INFO] - 2021-08-01 16:50:55,252 - All tickers are deleted from the DB
[INFO] - 2021-08-01 16:50:55,301 - 10 tickers inserted in DB
[INFO] - 2021-08-01 16:50:55,301 - 10 tickers inserted in DB
[INFO] - 2021-08-01 16:50:55,302 - 10 tickers got from the DB
[INFO] - 2021-08-01 16:50:55,302 - 10 tickers got from the DB
[INFO] - 2021-08-01 16:50:55,302 - Reading data from Yahoo Finance
[INFO] - 2021-08-01 16:50:55,302 - Reading data from Yahoo Finance
[INFO] - 2021-08-01 16:50:58,196 - YFinance data load call. Start date: 2016-08-27. Finish date: 2021-08-01
[INFO] - 2021-08-01 16:50:58,196 - YFinance data load call. Start date: 2016-08-27. Finish date: 2021-08-01
[INFO] - 2021-08-01 16:50:58,198 - Inserting data into the DB
[INFO] - 2021-08-01 16:50:58,198 - Inserting data into the DB
