[INFO] - 2021-08-02 17:48:17,282 - 34 tickers got from the DB
[INFO] - 2021-08-02 17:48:42,843 - 34 tickers got from the DB
[INFO] - 2021-08-02 17:48:42,843 - 34 tickers got from the DB
[INFO] - 2021-08-02 17:49:14,405 - 34 tickers got from the DB
[INFO] - 2021-08-02 17:49:14,405 - 34 tickers got from the DB
[INFO] - 2021-08-02 17:49:15,167 - The database is cleaned
[INFO] - 2021-08-02 17:49:15,167 - The database is cleaned
[INFO] - 2021-08-02 17:49:15,227 - 0 tickers got from the DB
[INFO] - 2021-08-02 17:49:15,227 - 0 tickers got from the DB
[INFO] - 2021-08-02 17:49:15,227 - All tickers are deleted from the DB
[INFO] - 2021-08-02 17:49:15,227 - All tickers are deleted from the DB
[INFO] - 2021-08-02 17:49:15,280 - 12 tickers inserted in DB
[INFO] - 2021-08-02 17:49:15,280 - 12 tickers inserted in DB
[INFO] - 2021-08-02 17:49:15,280 - 12 tickers got from the DB
[INFO] - 2021-08-02 17:49:15,280 - 12 tickers got from the DB
[INFO] - 2021-08-02 17:49:15,280 - Reading data from Yahoo Finance
[INFO] - 2021-08-02 17:49:15,280 - Reading data from Yahoo Finance
[INFO] - 2021-08-02 17:49:17,939 - YFinance data load call. Start date: 2016-08-28. Finish date: 2021-08-02
[INFO] - 2021-08-02 17:49:17,939 - YFinance data load call. Start date: 2016-08-28. Finish date: 2021-08-02
[INFO] - 2021-08-02 17:49:17,940 - Inserting data into the DB
[INFO] - 2021-08-02 17:49:17,940 - Inserting data into the DB
