[INFO] - 2021-08-05 13:24:05,245 - 8 tickers got from the DB
[INFO] - 2021-08-05 13:24:35,064 - 8 tickers got from the DB
[INFO] - 2021-08-05 13:24:35,064 - 8 tickers got from the DB
[INFO] - 2021-08-05 13:24:35,203 - 8 tickers got from the DB
[INFO] - 2021-08-05 13:24:35,203 - 8 tickers got from the DB
[INFO] - 2021-08-05 13:24:35,203 - 8 tickers got from the DB
[INFO] - 2021-08-05 13:24:35,436 - The database is cleaned
[INFO] - 2021-08-05 13:24:35,436 - The database is cleaned
[INFO] - 2021-08-05 13:24:35,436 - The database is cleaned
[INFO] - 2021-08-05 13:24:35,517 - 0 tickers got from the DB
[INFO] - 2021-08-05 13:24:35,517 - 0 tickers got from the DB
[INFO] - 2021-08-05 13:24:35,517 - 0 tickers got from the DB
[INFO] - 2021-08-05 13:24:35,517 - All tickers are deleted from the DB
[INFO] - 2021-08-05 13:24:35,517 - All tickers are deleted from the DB
[INFO] - 2021-08-05 13:24:35,517 - All tickers are deleted from the DB
[INFO] - 2021-08-05 13:24:35,566 - 1 tickers inserted in DB
[INFO] - 2021-08-05 13:24:35,566 - 1 tickers inserted in DB
[INFO] - 2021-08-05 13:24:35,566 - 1 tickers inserted in DB
[INFO] - 2021-08-05 13:24:35,567 - 1 tickers got from the DB
[INFO] - 2021-08-05 13:24:35,567 - 1 tickers got from the DB
[INFO] - 2021-08-05 13:24:35,567 - 1 tickers got from the DB
[INFO] - 2021-08-05 13:24:35,567 - Reading data from Yahoo Finance
[INFO] - 2021-08-05 13:24:35,567 - Reading data from Yahoo Finance
[INFO] - 2021-08-05 13:24:35,567 - Reading data from Yahoo Finance
[INFO] - 2021-08-05 13:24:36,495 - YFinance data load call. Start date: 2016-08-31. Finish date: 2021-08-05
[INFO] - 2021-08-05 13:24:36,495 - YFinance data load call. Start date: 2016-08-31. Finish date: 2021-08-05
[INFO] - 2021-08-05 13:24:36,495 - YFinance data load call. Start date: 2016-08-31. Finish date: 2021-08-05
[INFO] - 2021-08-05 13:24:36,496 - Inserting data into the DB
[INFO] - 2021-08-05 13:24:36,496 - Inserting data into the DB
[INFO] - 2021-08-05 13:24:36,496 - Inserting data into the DB
[INFO] - 2021-08-05 13:24:36,828 - The database is cleaned
[INFO] - 2021-08-05 13:24:36,828 - The database is cleaned
[INFO] - 2021-08-05 13:24:36,828 - The database is cleaned
[INFO] - 2021-08-05 13:24:36,911 - 0 tickers got from the DB
[INFO] - 2021-08-05 13:24:36,911 - 0 tickers got from the DB
[INFO] - 2021-08-05 13:24:36,911 - 0 tickers got from the DB
[INFO] - 2021-08-05 13:24:36,911 - All tickers are deleted from the DB
[INFO] - 2021-08-05 13:24:36,911 - All tickers are deleted from the DB
[INFO] - 2021-08-05 13:24:36,911 - All tickers are deleted from the DB
[INFO] - 2021-08-05 13:24:36,959 - 13 tickers inserted in DB
[INFO] - 2021-08-05 13:24:36,959 - 13 tickers inserted in DB
[INFO] - 2021-08-05 13:24:36,959 - 13 tickers inserted in DB
[INFO] - 2021-08-05 13:24:36,959 - 13 tickers got from the DB
[INFO] - 2021-08-05 13:24:36,959 - 13 tickers got from the DB
[INFO] - 2021-08-05 13:24:36,959 - 13 tickers got from the DB
[INFO] - 2021-08-05 13:24:36,960 - Reading data from Yahoo Finance
[INFO] - 2021-08-05 13:24:36,960 - Reading data from Yahoo Finance
[INFO] - 2021-08-05 13:24:36,960 - Reading data from Yahoo Finance
[INFO] - 2021-08-05 13:24:40,082 - YFinance data load call. Start date: 2016-08-31. Finish date: 2021-08-05
[INFO] - 2021-08-05 13:24:40,082 - YFinance data load call. Start date: 2016-08-31. Finish date: 2021-08-05
[INFO] - 2021-08-05 13:24:40,082 - YFinance data load call. Start date: 2016-08-31. Finish date: 2021-08-05
[INFO] - 2021-08-05 13:24:40,083 - Inserting data into the DB
[INFO] - 2021-08-05 13:24:40,083 - Inserting data into the DB
[INFO] - 2021-08-05 13:24:40,083 - Inserting data into the DB
